ngramme	Cliges	Yvain	AlexisP11	ThebesC	AlexisPRI	FillePonth1B1	AlexisP13	BenTroieC_1partial	ChaceP	AlexisOctP	SGeorgDeG	MeraugisF	SGeorgVosL	AigarB	LancJ	PercevalKu	CleomHas	BenTroieC_4partial	ErecF	DancusM	JAvesnesFilleB	JugAmD	OmbreB2	UnicornecW	AlexisPQ
xv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0

xx	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0

y 	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	13	0	0	0	0	0	0	0	0

yc	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0

yl	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0

yo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0

yp	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

ys	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yt	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

yv	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0

à
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0

à 	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	482	1	0	6	0	0	0	0	0

ça	1	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	1	0	10	0	0	0	0	0	0

ço	0	1	19	49	15	2	0	65	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0

çà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0

ès	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0

èv	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

ér	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0

ҫo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 & 	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 a
	7	16	0	5	0	10	0	0	1	0	0	7	0	0	16	20	95	0	6	1	3	0	2	0	0
 a 	692	645	49	952	233	320	195	714	25	119	64	274	14	44	663	701	409	49	682	39	409	46	111	35	119
 aa	7	4	0	14	0	1	1	7	1	1	0	1	1	0	1	8	19	0	2	0	3	0	1	0	0
 ab	14	13	2	35	3	7	4	16	3	2	3	6	1	19	11	25	43	4	22	1	18	2	1	3	0
 ac	56	30	9	62	12	12	9	60	5	1	2	17	0	11	26	29	102	2	36	3	53	1	6	2	3
 ad	19	28	15	53	4	2	6	20	5	8	2	5	0	4	22	13	119	3	10	6	90	2	2	4	2
 ae	6	2	0	1	1	0	2	0	0	0	0	0	0	1	3	14	1	0	3	0	0	0	0	1	0
 af	30	27	1	48	6	9	6	24	4	5	2	5	0	2	30	32	128	0	30	0	15	2	10	5	3
 ag	8	9	1	16	2	0	4	17	0	1	2	2	2	2	4	11	45	2	5	7	3	0	0	3	3
 ah	0	1	1	4	0	0	1	2	0	1	0	0	0	0	4	2	2	0	0	0	0	0	0	0	0
 ai	102	153	12	141	36	35	22	136	12	19	8	77	5	18	111	165	530	7	96	12	92	4	34	4	12
 aj	2	0	1	4	3	0	2	5	0	0	0	1	0	3	2	1	15	0	5	0	0	0	0	0	0
 al	89	82	73	259	84	54	75	148	5	23	5	40	10	23	82	143	316	8	85	6	33	2	7	2	68
 am	146	125	19	134	44	45	31	115	7	24	10	46	2	3	91	175	375	6	118	4	51	21	44	4	33
 an	643	83	16	62	25	20	40	67	8	6	7	34	9	23	738	1030	153	5	852	16	23	3	26	3	21
 ao	2	4	0	3	1	1	4	2	0	1	3	1	4	1	3	9	5	0	2	0	1	0	0	0	1
 ap	117	97	23	130	47	86	39	94	17	9	13	36	11	4	115	145	305	12	136	37	68	7	10	5	17
 aq	8	1	0	3	2	0	0	1	0	1	0	1	0	1	2	0	2	0	2	0	1	0	0	0	1
 ar	107	122	4	149	17	23	30	139	3	8	5	24	8	15	114	173	281	16	129	13	52	3	7	5	12
 as	111	60	16	183	27	33	26	165	21	10	3	60	4	18	99	148	216	16	109	19	59	7	6	3	14
 at	59	57	32	46	8	33	7	32	0	11	1	22	3	2	42	66	76	7	85	4	28	6	6	1	7
 au	227	191	0	132	57	137	43	122	56	33	29	102	15	15	235	244	619	7	172	50	256	19	44	18	43
 av	224	269	26	322	40	172	27	339	23	44	20	133	14	5	292	409	1016	11	287	35	151	20	44	1	30
 aw	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ax	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	0	0	0	0	0	0
 ay	0	9	0	0	0	2	0	0	0	0	2	0	0	0	0	0	7	0	0	0	14	0	0	0	3
 az	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
 aç	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 aé	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
 aë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 aï	6	8	0	5	0	0	0	25	0	0	0	4	0	0	9	6	2	3	3	0	0	0	1	0	0
 aü	1	0	0	7	0	0	0	2	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0
 aÿ	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 b
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
 b 	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ba	114	91	10	272	21	31	35	107	3	11	3	43	7	19	109	123	267	7	105	17	73	10	6	3	15
 bd	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 be	74	80	15	102	22	23	3	152	5	16	9	85	2	25	90	185	328	8	165	9	85	8	21	1	10
 bi	222	222	7	351	48	137	65	256	34	36	8	75	11	3	258	397	794	22	261	12	108	30	68	26	59
 bl	43	25	5	62	9	7	5	38	1	0	1	11	1	17	39	45	78	2	89	7	4	6	5	2	2
 bo	94	133	21	166	26	58	52	122	11	21	13	54	16	29	86	135	296	9	69	30	82	8	10	2	33
 br	61	33	2	112	3	12	6	47	7	2	2	22	3	10	36	46	115	9	62	5	37	1	3	4	6
 bu	18	12	0	21	4	7	6	27	2	0	0	2	0	0	17	31	6	2	66	4	5	0	2	0	1
 bè	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 bé	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
 c 	0	1	0	0	0	13	0	0	0	0	1	5	0	4	0	0	3	0	0	0	1	0	0	0	0
 ca	9	84	0	37	63	110	74	34	5	0	1	54	3	70	17	20	301	8	30	18	75	1	1	12	15
 cb	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
 cc	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0
 ce	496	114	35	415	78	114	2	202	75	62	29	286	12	17	612	669	1715	30	378	50	338	22	98	17	75
 ch	437	951	35	820	3	99	156	412	70	42	27	286	18	4	666	888	1264	28	654	71	296	37	63	1	82
 ci	173	42	34	350	81	33	17	185	5	22	10	145	13	5	284	264	428	18	180	18	20	6	20	14	11
 cl	172	39	4	39	11	4	12	32	5	5	1	13	1	7	18	60	730	2	38	3	26	28	3	2	15
 cm	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cn	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
 co	849	792	111	1177	214	327	189	778	70	95	58	379	35	91	845	925	1870	85	894	62	595	62	107	50	158
 cq	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cr	98	90	14	197	29	57	30	80	3	14	47	56	29	9	100	110	240	9	69	5	54	4	9	2	49
 cs	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
 cu	259	152	9	172	17	33	49	120	16	23	8	55	9	4	196	194	569	4	190	38	77	8	45	7	38
 cy	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	11	0	0	0	0
 cè	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 cé	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
 cï	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
 cô	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 d 	2	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 da	150	254	12	286	42	252	37	160	6	18	12	113	13	28	173	251	422	16	195	20	230	26	46	9	23
 de	1329	1302	193	2211	356	564	270	1553	81	232	112	596	150	137	1501	1802	3278	152	1528	180	1280	101	201	54	256
 dh	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
 di	264	385	38	341	211	281	146	265	21	35	113	239	49	10	370	511	1045	30	321	34	198	36	74	11	155
 dl	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 do	312	271	72	392	103	155	127	252	55	56	17	186	23	26	268	348	1027	23	275	94	187	18	54	17	75
 dr	50	70	6	138	11	16	26	94	10	8	3	30	2	6	68	88	273	4	80	1	17	0	5	3	8
 du	157	217	16	296	43	41	23	149	2	21	12	57	6	15	96	139	417	16	129	11	211	12	13	5	49
 dy	3	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	18	1	0	0	0
 dè	0	0	0	8	0	0	0	11	0	1	0	0	1	0	0	0	7	0	0	0	0	0	1	0	0
 dé	0	2	0	2	15	29	1	1	2	0	0	1	7	0	2	2	7	0	4	0	10	0	1	0	0
 dë	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
 dï	24	14	0	0	0	0	0	0	0	0	0	18	0	0	28	18	0	0	8	0	0	0	0	0	0
 e 	0	0	53	0	1	19	1	1225	0	1	0	0	0	117	0	0	1	106	0	0	12	0	0	1	0
 ea	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0
 eb	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ec	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ed	1	0	4	4	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
 ee	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ef	0	4	0	0	2	0	2	0	0	3	0	0	0	1	0	0	13	0	0	0	4	0	0	1	1
 eg	1	0	2	6	3	2	4	1	0	0	1	2	0	0	1	4	1	2	2	0	0	0	0	0	0
 eh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
 ei	44	1	3	76	0	2	0	42	0	4	0	39	0	3	35	25	2	5	40	8	0	0	0	0	0
 el	121	192	15	152	47	182	25	102	1	12	6	58	3	40	136	224	279	16	138	18	78	7	44	9	5
 em	34	52	6	31	24	10	12	32	4	2	8	6	0	1	1	1	62	3	0	3	12	2	5	1	5
 en	278	701	129	1275	257	406	267	921	57	131	76	331	53	65	246	201	2001	72	132	106	536	35	142	40	156
 eo	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0
 ep	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 er	17	20	11	87	19	7	13	169	4	10	1	40	2	22	28	43	519	7	139	0	0	1	18	2	4
 es	733	582	80	1043	187	215	144	691	39	83	42	341	51	103	712	776	1644	75	730	86	374	28	97	42	114
 et	1009	900	16	1059	158	1122	169	26	68	242	36	418	79	5	1080	1204	2324	2	1106	410	1023	41	106	49	112
 eu	0	23	4	72	23	25	7	50	3	12	2	12	2	3	0	0	13	3	4	0	80	2	4	0	17
 ev	4	0	0	3	2	2	1	4	0	2	0	0	0	0	11	7	3	1	17	0	1	0	0	0	1
 ex	0	1	0	0	1	1	1	1	0	0	2	0	0	0	0	0	5	1	0	0	14	0	0	1	0
 ez	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	4	0	0	0	0	0	1
 eä	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 eé	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 eï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 eü	37	50	0	21	0	11	0	32	0	0	0	7	0	0	33	68	102	2	29	0	0	0	3	0	1
 f 	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 fa	151	382	21	604	70	189	67	470	36	24	40	37	34	22	114	159	853	32	140	94	232	6	24	23	30
 fe	431	189	16	354	27	52	30	210	10	54	19	210	27	23	482	611	444	14	438	14	89	18	103	4	32
 fi	144	156	34	356	77	196	57	224	2	37	28	90	34	15	162	185	578	18	208	18	224	8	17	11	71
 fk	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 fl	22	11	0	44	7	4	5	21	2	3	0	4	0	2	11	13	35	5	8	1	5	12	1	2	2
 fn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
 fo	220	241	12	462	33	98	62	196	12	29	19	134	22	33	243	296	358	14	215	13	99	13	37	10	41
 fr	50	56	7	193	4	21	22	61	9	7	3	14	6	10	40	80	80	6	85	5	35	2	4	4	10
 fu	237	265	39	540	66	171	50	472	12	41	24	159	22	18	250	375	1023	34	352	14	213	25	23	16	71
 fy	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 fè	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 fé	0	0	0	3	0	2	0	0	0	0	0	0	1	0	0	0	17	1	0	0	2	0	0	0	0
 fï	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
 g 	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
 ga	119	142	0	34	39	22	2	8	6	17	7	47	1	16	152	307	278	1	103	26	38	11	18	11	18
 ge	103	88	22	233	26	32	17	171	1	16	55	45	17	8	125	410	406	20	11	13	47	17	22	6	33
 gi	23	16	8	20	9	11	18	14	2	2	1	20	0	0	39	41	41	1	26	11	1	3	5	1	6
 gl	6	5	3	10	15	4	10	8	0	6	1	3	5	1	2	9	4	0	8	0	4	1	0	1	0
 go	3	11	8	16	6	0	18	6	1	2	1	30	2	7	15	23	15	0	10	20	6	0	0	5	1
 gr	274	280	40	688	65	158	79	585	11	46	35	81	25	29	300	333	809	65	326	40	182	9	34	14	61
 gu	41	29	21	259	15	13	1	158	0	5	0	23	5	14	40	48	73	8	82	4	18	0	5	1	9
 gé	0	0	0	11	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
 gî	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
 h 	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ha	63	84	3	136	10	32	6	103	8	13	11	64	5	1	77	91	202	12	102	9	66	9	7	4	11
 he	23	30	8	68	11	0	6	72	0	3	2	26	0	1	31	51	43	7	27	2	30	1	1	1	7
 hi	9	14	0	8	0	2	4	2	0	0	1	4	0	0	22	11	33	1	26	0	2	2	0	5	0
 ho	46	174	41	215	71	53	55	153	7	24	15	55	4	13	90	107	335	11	42	8	80	4	17	9	36
 hu	15	21	1	33	3	3	7	14	3	3	0	4	1	2	26	57	46	0	12	1	10	0	9	2	3
 hy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
 hé	1	0	0	6	1	0	0	3	0	1	0	0	0	0	0	0	3	0	2	0	0	0	1	0	2
 hü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
 i
	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	0	1	0	0
 i 	166	91	22	221	29	52	20	237	13	14	0	98	4	8	140	164	391	32	128	18	17	13	9	6	5
 ia	26	1	0	5	0	13	7	5	0	0	0	1	1	0	13	12	5	1	12	10	0	1	0	3	1
 ib	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
 ic	7	2	5	35	7	3	12	18	0	1	1	5	1	0	6	26	28	9	2	14	39	0	1	0	2
 id	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 ie	40	56	2	40	20	12	28	69	0	1	0	19	0	2	30	17	53	4	52	6	2	1	8	6	2
 if	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ig	4	1	0	1	0	0	0	0	0	1	0	0	1	0	4	6	0	0	3	2	0	0	0	0	0
 ih	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ii	55	22	0	1	1	14	0	4	0	0	1	37	0	1	1	1	106	1	0	14	16	3	4	8	0
 ij	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
 ik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
 il	369	488	59	581	120	347	80	261	35	76	21	199	11	3	465	720	1177	16	286	165	287	21	83	13	43
 im	0	0	2	1	0	1	3	1	0	0	1	0	0	0	0	0	0	0	2	0	11	0	0	0	4
 in	0	1	1	7	7	0	11	5	3	8	0	1	0	2	0	1	3	1	2	5	37	0	0	2	1
 io	0	1	1	12	1	2	0	3	0	1	0	0	0	0	0	0	28	1	0	0	0	0	0	16	0
 ip	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 iq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	1	9	0	0	0	0	0
 ir	15	21	0	64	7	16	14	60	1	2	0	19	1	10	42	57	117	4	30	0	4	2	3	1	1
 is	29	34	0	45	13	4	8	16	2	14	0	27	1	1	32	42	33	9	38	7	7	4	4	3	6
 it	4	1	0	14	6	0	1	10	0	3	0	25	0	0	6	5	0	1	3	0	0	0	0	0	1
 iu	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0
 iv	3	0	0	3	0	0	1	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1
 ix	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	2	0	0	0	0
 ià	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 iç	0	0	1	18	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
 ié	1	1	0	24	3	0	2	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0
 j
	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 j 	0	0	0	0	1	38	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
 ja	141	138	7	141	23	13	14	137	6	25	3	106	2	20	130	178	117	10	167	4	62	6	21	0	22
 jc	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 je	244	349	0	24	14	66	11	8	20	44	14	254	9	3	291	172	584	0	272	7	96	7	95	0	32
 jh	0	0	0	0	1	8	0	0	0	4	9	0	0	0	0	2	0	0	0	0	6	0	0	0	25
 ji	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	0
 jl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 jo	174	133	20	417	79	202	65	320	15	26	13	101	32	15	143	170	574	29	193	37	97	7	16	0	33
 jr	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ju	48	45	5	112	8	19	14	36	4	1	3	28	2	4	79	82	57	3	61	33	22	9	7	0	4
 jy	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 jà	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	75	0	0	0	0	0	0	0	0
 jö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
 jü	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 k 	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ka	0	1	0	0	0	1	17	0	2	0	0	0	0	1	0	1	189	0	1	0	0	0	0	0	0
 ke	0	30	0	0	18	204	90	0	0	4	0	0	0	2	34	24	112	0	7	0	0	0	0	1	0
 ki	0	1	0	0	11	119	109	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	4	0
 kl	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ko	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
 ku	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 ky	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
 kà	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0
 ké	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 l
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
 l 	0	0	6	0	30	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
 la	956	846	147	1414	255	338	99	868	51	112	58	509	53	101	1193	1325	2017	68	1058	188	626	35	118	67	199
 lc	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 ld	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 le	1076	1160	99	1688	281	507	355	760	115	130	121	415	74	31	1091	1398	2385	104	1041	184	940	61	95	57	254
 lf	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lh	0	0	11	0	3	1	7	0	0	0	0	0	0	0	0	1	1	0	0	0	9	0	0	0	0
 li	820	872	111	957	219	511	250	648	50	58	8	367	41	43	895	1124	2059	67	872	141	30	41	96	34	115
 ll	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lm	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lo	374	213	53	749	103	117	80	525	31	33	17	204	8	117	301	278	804	48	269	34	90	29	41	12	40
 lp	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lq	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lr	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
 ls	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
 lt	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lu	219	153	14	229	27	50	33	103	2	23	42	54	3	12	191	217	575	5	182	14	181	3	16	11	10
 lv	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lw	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 lx	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 ly	3	3	0	0	11	0	0	0	0	0	5	0	0	0	2	4	23	0	0	0	1	0	0	0	3
 là	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	404	0	0	0	0	0	0	0	0
 lè	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
 lé	1	2	0	35	3	0	3	1	0	0	0	0	2	0	3	4	61	0	4	2	3	0	0	0	0
 lë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
 lî	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
 lï	1	0	0	1	0	0	0	0	0	0	0	1	0	0	4	0	0	2	0	0	0	0	0	0	0
 lö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
 lÿ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
 m 	1	0	6	0	3	9	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
 ma	469	508	46	655	128	249	131	535	19	69	35	223	44	71	528	752	1325	40	515	104	295	20	86	28	76
 me	586	739	85	826	164	243	140	575	42	99	32	464	27	21	725	961	1464	43	607	92	211	27	107	15	97
 mf	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 mi	215	212	10	270	46	76	49	258	23	20	20	111	13	16	223	240	294	17	189	12	88	20	62	18	28
 ml	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 mo	537	598	39	871	137	328	114	463	24	88	47	257	47	30	670	756	1518	49	586	38	234	32	91	31	123
 mr	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 mu	41	33	11	92	10	20	6	42	3	2	2	20	18	5	34	50	42	3	24	23	9	2	3	0	2
 mv	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
 my	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0
 mè	0	0	0	1	1	0	0	0	0	8	0	0	0	0	0	0	4	0	0	0	0	0	12	0	0
