ngramme	BenTroieC_1partial	SGeorgDeG	AlexisPQ	BenTroieC_4partial	Yvain	MeraugisF	ChaceP	DancusM	AlexisOctP	PercevalKu	AlexisP13	Cliges	JugAmD	AlexisP11	JAvesnesFilleB	FillePonth1B1	SGeorgVosL	ThebesC	AigarB	UnicornecW	LancJ	ErecF	CleomHas	AlexisPRI	OmbreB2
nag	13	0	4	0	1	4	0	0	0	11	1	4	1	3	6	8	2	35	0	0	2	13	13	0	2
nah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nai	33	1	4	5	41	39	1	4	4	45	4	25	0	3	2	6	6	27	4	2	38	64	82	7	7
naj	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
nal	2	1	4	2	1	2	0	0	2	13	3	10	0	0	14	2	1	6	0	0	6	3	3	0	0
nam	6	0	0	1	1	3	0	5	1	5	2	9	0	0	0	2	0	3	0	0	3	0	9	1	0
nan	39	4	5	2	63	9	2	4	4	155	14	111	1	3	22	3	4	62	6	1	148	122	129	3	3
nao	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nap	0	0	1	0	5	0	0	1	0	10	1	4	1	0	0	0	0	3	0	0	1	4	9	0	0
naq	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nar	6	0	2	1	10	0	0	5	0	1	6	4	0	0	1	2	0	8	7	0	9	2	16	8	2
nas	21	0	1	2	16	6	0	2	4	14	1	12	0	0	1	0	1	10	17	1	19	7	33	1	2
nat	4	0	6	2	10	5	1	9	0	8	2	15	1	8	5	2	0	27	1	0	5	12	14	2	1
nau	12	1	0	1	5	1	0	0	1	3	0	3	0	0	0	0	0	3	3	0	5	2	37	1	1
nav	83	1	5	3	27	23	1	3	7	52	2	32	0	7	4	7	0	68	1	0	38	39	84	3	3
nax	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nay	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
naz	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
naç	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
naï	1	0	0	0	1	1	0	0	0	3	0	3	0	0	0	0	0	1	0	0	1	2	0	0	0
naü	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nba	0	0	3	0	12	0	0	0	0	19	0	13	0	0	0	0	0	0	6	0	35	18	3	0	0
nbe	0	0	0	0	1	0	0	0	0	14	0	12	0	0	0	0	0	0	2	0	24	31	1	0	0
nbi	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
nbl	0	0	0	0	1	0	0	0	0	85	0	130	0	0	0	2	0	0	3	0	82	86	2	0	0
nbo	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nbr	0	0	0	0	6	6	0	0	3	55	0	34	0	0	0	3	4	0	5	0	35	42	11	0	0
nbu	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0
nc
	0	0	0	0	10	2	0	3	0	18	0	4	0	2	0	0	0	12	8	0	10	20	2	7	0
nc 	126	4	10	22	22	33	1	16	8	65	21	53	2	18	3	8	4	196	24	2	47	78	181	20	7
nca	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	1	1	1	0	1	0
nce	162	13	2	15	21	37	4	10	28	138	12	147	5	8	79	13	13	211	23	10	229	109	151	19	2
nch	59	5	4	9	158	35	1	6	2	60	26	26	8	1	4	11	6	118	5	0	48	66	127	1	3
nci	30	0	4	8	3	8	3	3	1	30	3	23	0	2	10	2	1	26	0	2	12	16	55	4	0
ncl	12	1	1	0	13	2	0	1	0	14	1	36	0	1	11	7	3	16	0	0	8	12	7	3	0
ncm	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ncn	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nco	44	2	4	0	47	53	9	0	5	87	10	51	0	8	21	22	2	38	5	2	77	78	105	11	12
ncq	0	5	2	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0
ncr	5	0	0	0	1	0	0	0	1	2	3	2	0	0	2	0	0	4	1	0	0	0	0	1	0
nct	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ncu	8	2	1	2	3	12	0	9	1	10	4	11	0	0	4	0	2	5	5	0	7	6	5	0	1
ncy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ncz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ncè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
ncé	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nd
	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
nd 	0	0	4	0	0	0	4	2	2	0	1	1	0	2	31	0	0	1	0	0	1	0	8	1	0
nda	9	4	2	0	6	9	0	1	2	29	1	6	0	0	10	25	3	6	2	0	9	22	61	1	1
nde	46	19	6	5	63	53	7	16	4	196	14	156	8	16	34	16	9	125	5	6	151	154	186	23	6
ndi	13	2	6	0	6	9	1	3	1	11	3	12	2	2	5	15	0	20	0	1	7	18	367	4	2
ndo	12	0	1	1	11	4	0	1	0	28	5	17	2	1	4	5	0	19	5	1	18	21	52	4	0
ndr	59	2	3	5	32	11	1	4	3	194	2	219	2	5	30	6	9	117	0	0	159	184	16	3	2
nds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ndu	17	0	2	0	15	3	1	0	3	85	3	52	4	0	9	4	1	40	6	1	66	61	29	3	2
ndy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ndè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	1	0	0
ndé	10	6	3	0	5	3	2	0	1	9	3	10	1	0	0	2	0	5	0	0	10	16	81	5	3
ndë	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ne
	152	8	8	28	179	36	8	36	7	204	0	224	10	3	4	6	20	312	0	6	181	182	223	4	9
ne 	1085	61	133	83	1200	496	55	169	119	1407	262	1396	76	149	154	179	59	1458	32	64	1386	1173	2811	278	168
nea	12	1	0	0	0	1	0	1	0	16	0	30	0	0	2	1	0	7	0	0	19	15	0	0	0
neb	2	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	1	2	0	0	2	0	0	0
nec	0	0	0	0	3	1	0	3	0	3	0	0	0	0	1	1	0	12	0	0	0	0	0	0	0
ned	8	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	1	0	1	0	0	1	0	0	0
nee	41	0	0	4	32	5	0	0	1	44	6	34	7	0	18	16	0	46	0	2	29	52	1	0	0
nef	21	0	6	0	0	15	0	0	2	14	0	7	0	5	3	7	0	1	0	4	2	3	13	5	0
neg	1	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
neh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nei	98	1	1	9	0	0	0	0	11	7	0	8	0	1	0	0	1	128	7	0	5	5	2	1	0
nek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nel	73	0	14	6	27	21	3	0	13	100	4	75	4	3	4	10	0	89	2	0	85	62	61	10	26
nem	55	3	7	5	17	10	0	4	5	15	6	22	3	10	12	5	4	38	1	3	25	24	78	2	2
nen	130	5	11	35	167	83	5	7	12	59	26	187	5	23	5	13	1	314	11	10	106	71	185	31	19
neo	2	0	0	0	0	1	0	0	0	8	1	0	0	0	0	2	0	4	0	0	0	0	0	1	0
nep	1	0	0	0	13	3	0	0	0	10	0	10	0	0	4	2	0	17	0	0	9	15	9	0	0
neq	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
ner	86	6	10	2	46	34	19	5	7	78	27	62	5	14	31	20	5	110	14	0	78	74	169	34	14
nes	208	5	9	19	106	71	7	32	21	183	24	148	7	11	28	8	5	219	26	14	183	133	269	28	20
net	1	0	0	0	19	2	0	1	0	10	19	2	0	11	1	1	0	2	1	1	1	9	49	0	0
neu	4	10	5	0	61	1	5	0	4	3	6	1	1	4	49	34	0	4	0	0	1	3	47	2	1
nev	6	0	0	0	4	1	0	0	0	3	0	14	0	0	0	2	0	8	0	0	2	3	3	0	0
nex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
nez	29	3	9	3	4	14	3	13	6	90	0	24	2	4	14	0	0	53	0	0	57	54	51	0	9
neç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
neî	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
neï	0	0	0	1	1	5	0	0	0	12	0	6	0	0	0	0	0	6	0	0	10	4	3	0	0
neö	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
neü	21	0	4	1	18	3	0	0	0	18	0	13	0	0	0	1	0	38	0	0	17	15	43	0	2
nf
	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nfa	20	13	17	2	3	0	0	0	1	5	19	11	0	7	6	4	0	47	8	0	7	2	10	18	0
nfe	1	2	7	0	2	4	0	1	0	10	6	9	1	7	5	4	3	13	2	1	5	3	7	8	0
nff	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nfi	9	0	0	1	6	4	0	0	1	2	9	6	0	0	4	2	0	11	1	3	5	2	14	0	0
nfl	1	0	0	0	1	0	0	4	0	3	0	1	0	0	1	3	0	27	0	0	1	1	1	0	0
nfo	17	2	3	2	14	7	0	3	6	17	6	30	1	6	10	0	3	42	3	1	9	23	83	9	2
nfr	2	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	6	0
nfu	0	0	1	0	3	0	0	1	0	0	1	2	1	0	1	0	0	0	0	1	0	0	0	3	0
nfè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
nfé	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ng
	6	0	0	0	21	11	2	1	0	24	0	14	2	0	0	1	0	0	0	0	18	23	6	4	4
ng 	17	2	2	1	27	22	2	11	0	23	2	24	2	1	36	1	0	1	0	0	29	32	49	2	3
nga	0	0	0	0	4	1	0	0	1	17	2	4	1	1	5	3	0	1	1	1	0	4	7	0	0
nge	78	7	3	4	24	3	1	2	4	43	16	47	1	12	12	6	3	114	7	2	36	21	31	25	3
ngh	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ngi	46	1	3	2	55	25	4	27	9	76	4	58	1	4	8	21	0	70	1	6	64	59	109	15	8
ngl	4	0	0	0	8	5	1	5	1	12	2	12	0	0	2	0	3	19	6	2	12	8	5	7	1
ngm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ngn	0	2	4	0	68	0	0	1	1	27	1	84	10	0	17	6	0	0	0	0	21	61	48	0	18
ngo	9	1	2	1	19	6	0	0	4	8	2	15	0	1	2	2	1	8	0	1	10	11	4	1	1
ngr	8	0	6	1	3	1	1	0	1	2	0	9	0	2	2	0	0	2	0	0	4	8	6	1	0
ngt	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ngu	2	0	1	0	32	6	3	3	1	62	1	23	0	1	6	0	0	8	5	4	14	16	56	1	2
ngz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ngè	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ngé	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
nha	0	0	0	0	1	5	0	0	0	0	1	8	0	1	2	0	0	1	0	0	3	2	1	1	0
nhe	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nho	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
nhu	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ni
	5	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	3	4	0	0
ni 	119	0	4	10	94	60	9	3	7	149	15	103	6	9	0	4	5	127	25	0	102	100	124	15	11
nia	1	0	0	0	3	0	1	0	0	3	0	0	1	0	1	2	1	0	0	1	0	5	122	0	3
nib	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nic	1	0	0	1	2	1	0	0	1	4	0	33	0	0	1	0	0	80	0	2	1	0	9	0	1
nid	1	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	78	0	0	0
nie	123	7	15	7	101	35	6	30	18	148	36	89	7	22	33	53	1	93	3	4	73	108	220	25	12
nif	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
nig	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0
nii	0	0	0	0	0	0	0	0	0	5	1	4	0	0	0	0	0	2	0	0	0	1	3	0	0
nik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nil	1	0	0	0	11	6	0	0	2	16	0	11	0	2	0	0	0	1	0	0	9	4	8	1	2
nim	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0
nin	5	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
nio	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
nip	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
niq	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0
nir	58	2	8	3	79	32	2	6	3	87	11	71	3	7	12	18	9	107	1	3	63	53	168	23	13
nis	25	1	5	7	42	9	0	0	3	40	4	14	0	5	4	1	0	16	2	1	20	20	56	8	6
nit	2	0	2	0	0	0	0	0	8	8	4	0	0	2	2	3	2	3	1	0	1	1	2	0	0
niu	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
niv	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0
nix	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
niz	23	0	0	2	0	4	1	0	1	3	0	3	0	1	0	0	0	6	0	0	4	1	0	0	0
niè	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
nié	9	0	1	0	17	0	3	0	9	17	2	11	1	0	4	11	0	35	0	0	5	7	15	1	0
nië	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nja	17	0	0	0	4	2	0	0	0	6	0	3	0	0	0	1	1	11	10	0	1	2	10	2	0
nje	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
njo	8	0	0	0	2	1	0	0	1	4	0	7	0	0	0	0	0	3	0	0	11	11	28	0	1
nju	5	2	0	0	1	0	0	4	2	2	1	2	0	0	2	0	0	6	0	0	5	3	1	1	2
njü	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nke	0	0	0	0	0	0	0	0	5	0	18	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nki	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nl 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
nla	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
nle	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	2	0
nli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
nll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
nlo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nlu	0	0	0	0	2	1	0	0	1	4	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0
nlè	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nlé	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nma	1	0	0	0	43	0	0	1	0	11	0	1	0	0	0	1	0	0	0	0	3	0	19	0	1
nmb	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nme	0	0	0	0	224	0	0	0	1	16	0	1	0	0	2	2	0	9	0	0	6	0	230	1	1
nmi	0	0	1	0	9	0	0	0	0	13	0	9	0	0	0	0	1	0	0	1	14	11	9	1	0
nmo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nmu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	6	0	0
nmé	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
nna	0	0	3	0	16	0	0	0	2	1	0	0	0	0	11	1	0	0	3	0	0	0	39	2	0
nne	1	8	21	0	87	1	2	25	6	129	1	104	0	1	67	2	0	4	2	1	104	98	207	17	0
nni	0	2	1	0	17	0	2	1	4	0	0	0	0	0	6	5	0	0	0	0	2	0	30	2	1
nno	27	1	10	1	41	0	0	2	10	1	2	1	2	1	5	2	0	0	0	0	1	0	260	4	1
nnu	0	0	1	0	12	0	0	2	3	3	0	0	0	0	2	1	1	0	0	0	2	0	3	4	1
nnè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	51	0	0
nné	0	2	6	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	65	8	0
no 	3	0	0	0	0	2	0	2	0	0	2	0	0	0	0	1	0	0	0	3	0	0	11	0	0
noa	1	0	0	0	0	3	0	0	0	1	0	3	0	0	0	0	0	1	0	0	12	2	0	0	0
nob	11	1	0	0	2	1	3	0	2	3	3	23	0	2	14	0	2	11	0	0	0	4	117	2	0
noc	1	0	2	0	1	2	0	0	7	2	3	3	0	1	0	0	0	0	0	0	0	4	1	4	0
nod	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
noe	0	0	0	0	2	0	0	0	0	1	0	2	0	1	0	0	0	13	0	1	1	2	0	3	0
nog	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
noi	31	3	18	1	102	70	16	15	10	165	17	100	9	8	18	19	2	44	0	4	86	110	405	13	10
nol	1	0	0	0	0	3	0	0	0	13	0	4	7	0	0	0	0	0	5	0	3	2	9	0	0
nom	22	7	12	6	3	8	2	0	1	17	8	11	0	9	9	3	1	13	2	0	3	11	42	0	3
non	119	1	8	16	99	87	1	1	14	149	25	105	4	7	19	15	0	127	65	1	75	88	211	37	34
noo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0
nop	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	26	0	0	1	2	0	0	0
nor	158	1	1	9	54	44	3	7	16	127	36	100	4	32	0	21	7	204	4	0	105	145	130	14	11
nos	213	4	3	5	19	47	0	7	15	63	57	69	2	26	3	23	10	217	18	21	81	50	27	19	0
not	25	1	3	0	4	9	0	0	0	35	2	18	0	0	0	1	4	36	0	2	7	24	49	2	3
nou	0	10	23	1	132	2	6	1	0	0	1	0	6	2	23	65	0	1	0	5	1	2	478	60	8
nov	19	0	0	3	0	13	0	1	7	46	1	24	2	1	1	4	0	31	1	0	39	35	0	0	1
nox	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
noy	0	0	2	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	0	0
noz	17	0	1	0	0	1	0	0	0	6	0	7	0	1	0	0	0	8	0	0	5	4	0	0	0
noé	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
noë	4	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
noï	3	0	0	1	3	0	0	0	0	1	0	1	0	0	0	0	0	3	0	0	1	1	1	0	2
noÿ	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
np 	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	3	0	3	6	0	0	0
npa	0	1	1	0	11	0	0	0	3	35	0	44	0	0	0	3	2	0	4	0	26	8	61	0	0
npc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
npe	0	0	0	0	1	0	0	1	3	7	0	20	0	0	0	0	6	1	5	0	9	38	20	0	0
npg	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
npi	0	0	0	0	4	0	0	0	1	2	0	7	0	0	0	0	1	0	1	0	6	10	1	0	0
npl	0	0	2	0	1	0	0	0	0	16	0	7	0	0	0	1	1	0	0	0	5	13	0	0	0
npo	0	0	1	0	3	0	0	0	0	8	0	3	0	0	0	1	0	0	1	0	2	0	36	0	0
npr	0	0	1	0	4	0	0	0	1	11	0	10	0	0	0	0	2	0	0	0	25	10	23	0	0
nps	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
npu	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	3	1	0	0	0
nq 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nqu	116	3	22	6	144	72	1	5	17	174	8	106	3	9	13	14	6	87	5	5	162	137	193	19	29
nra	5	0	1	0	20	8	4	5	0	29	7	15	1	0	1	18	0	4	2	0	21	14	83	6	1
nre	26	0	1	4	18	0	0	13	1	11	6	2	0	1	0	29	0	55	2	0	5	2	72	12	1
nri	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	4	1	0	1	1	3	0	0
nrn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nro	2	0	3	0	12	1	3	3	0	24	3	4	0	0	9	4	0	2	0	0	13	10	77	5	0
nrr	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nru	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nré	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0
ns
	167	21	20	16	207	40	21	34	12	110	12	100	6	7	4	11	4	106	33	15	96	124	528	33	26
ns 	378	45	124	26	756	177	47	65	28	420	177	280	27	50	170	345	104	369	106	35	339	411	1765	217	64
nsa	8	1	3	0	24	8	3	6	1	36	2	42	2	0	2	24	0	4	5	0	29	40	122	11	2
nsb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nsc	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nsd	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nse	113	3	9	5	114	39	2	2	16	92	23	62	4	22	26	34	4	181	16	2	77	50	174	21	2
nsf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nsg	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
nsi	58	3	8	3	80	101	7	13	0	119	7	63	2	5	22	30	0	20	0	4	54	36	319	13	1
nsm	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
nsn	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
nso	5	0	1	0	5	0	1	2	2	27	0	37	0	2	2	3	0	12	0	0	23	23	25	2	0
nss	0	0	0	0	14	0	0	0	0	8	0	15	0	0	1	2	0	0	0	0	8	0	0	0	23
nst	4	0	1	0	29	1	3	1	1	0	4	0	0	7	13	8	1	34	0	1	0	1	39	13	1
nsu	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	1	0
nsv	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
nsy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
nsç	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
nsè	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
nsé	4	0	3	0	8	0	0	0	0	5	0	8	0	0	0	1	0	1	0	0	2	2	49	0	0
nsï	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
nt
	705	74	80	93	679	383	59	37	88	784	224	739	39	63	11	30	43	1072	20	46	721	670	2988	107	37
nt 	2478	212	442	257	1697	1061	99	223	252	1858	546	1833	165	313	664	749	130	3680	186	107	1876	1857	5160	536	202
nta	35	3	3	6	42	15	0	2	4	52	9	47	2	2	8	5	1	59	6	1	39	60	83	6	3
ntb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0
ntc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
ntd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
nte	281	16	42	29	221	128	11	13	34	283	90	238	27	36	96	63	17	291	39	13	273	310	496	51	34
ntf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
nth	4	0	0	10	1	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
nti	55	0	19	11	83	19	14	3	16	103	21	79	5	10	57	44	0	96	0	4	68	86	218	15	17
ntj	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ntm	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
nto	23	3	13	1	39	25	3	1	3	43	4	22	1	0	16	5	4	18	0	0	49	18	116	4	2
